SchoolDigger.com School Ranking Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New York High School Rankings / School Year: 2018-2019 Test Grades:  9th, 10th, 11th, 12th, End-of-course, Tests: Regents Algebra I, Regents Chemistry, Regents Algebra II, Regents English, Regents Geometry, Regents Earth Science, Regents Global History and Geography, Regents Living Environment, Regents Physics, Regents U.S. History and Government, Schools: All",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Copyright 2022, SchoolDigger.com. Not for commercial use. Do not distribute.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rank (2018-19),School,School URL,District,District URL,Address,City,City URL,Zip,County,Phone,Low Grade,High Grade,Is Title I,Is Charter,Is Magnet,Is Virtual,Number Students,Number Full-time Teachers,Student/Teacher Ratio,Percent Free/Disc Lunch,Percent African American,Percent American Indian,Percent Asian,Percent Hispanic,Percent Pacific Islander,Percent Two or More Races,Percent White,Average Standard Score (2018-19),Average Standard Score (2017-18),Rank (2017-18),Rank Change from (2017-18),SchoolDigger Star Rating
292,York Middle/High School,https://www.schooldigger.com/go/NY/schools/3195004279/school.aspx,York Central School District,https://www.schooldigger.com/go/NY/district/31950/search.aspx,2578 Genesee St,Retsof,https://www.schooldigger.com/go/NY/city/Retsof/search.aspx,14539,Livingston County,(585) 243-1730,6,12,Yes,No,No,No,343,30,11.4,39.40%,0.00%,0.00%,0.90%,1.20%,0.00%,3.20%,94.80%,71.8,73.2,248,-44,4
293,Bainbridge-Guilford High School,https://www.schooldigger.com/go/NY/schools/0381000123/school.aspx,Bainbridge-Guilford Central School District,https://www.schooldigger.com/go/NY/district/03810/search.aspx,18 Juliand St,Bainbridge,https://www.schooldigger.com/go/NY/city/Bainbridge/search.aspx,13733,Chenango County,(607) 967-6323,7,12,No,No,No,No,355,32.4,10.9,47.30%,0.80%,0.60%,1.70%,2.00%,0.00%,3.90%,91.00%,71.8,72.4,266,-27,4
294,Wallkill Senior High School,https://www.schooldigger.com/go/NY/schools/2979004004/school.aspx,Wallkill Central School District,https://www.schooldigger.com/go/NY/district/29790/search.aspx,90 Robinson Dr,Wallkill,https://www.schooldigger.com/go/NY/city/Wallkill/search.aspx,12589,Ulster County,(845) 895-7150,9,12,Yes,No,No,No,960,72,13.3,34.10%,8.30%,0.20%,1.10%,21.60%,0.00%,1.90%,66.90%,71.7,66.8,379,85,4
295,N.Y.C. Museum School,https://www.schooldigger.com/go/NY/schools/0007702871/school.aspx,New York City Geographic District # 2,https://www.schooldigger.com/go/NY/district/00077/search.aspx,333 W 17th St,New York,https://www.schooldigger.com/go/NY/city/New+York/search.aspx,10011,New York County,(212) 675-6206,9,12,No,No,No,No,451,27.8,16.2,56.30%,12.60%,0.70%,24.20%,35.50%,0.40%,5.30%,21.30%,71.7,70.7,307,12,4
296,Webster-Schroeder High School,https://www.schooldigger.com/go/NY/schools/3036004087/school.aspx,Webster Central School District,https://www.schooldigger.com/go/NY/district/30360/search.aspx,875 Ridge Rd,Webster,https://www.schooldigger.com/go/NY/city/Webster/search.aspx,14580,Monroe County,(585) 671-1880,9,12,Yes,No,No,No,1350,97,13.9,22.90%,4.40%,0.20%,3.50%,7.30%,0.10%,1.30%,83.20%,71.7,69.5,336,40,4
297,Niagara-Wheatfield Senior High School,https://www.schooldigger.com/go/NY/schools/2085002953/school.aspx,Niagara-Wheatfield Central School District,https://www.schooldigger.com/go/NY/district/20850/search.aspx,2292 Saunders Stlmnt Rd,Sanborn,https://www.schooldigger.com/go/NY/city/Sanborn/search.aspx,14132,Niagara County,(716) 215-3100,9,12,No,No,No,No,1264,76.2,16.5,37.10%,3.00%,8.20%,2.70%,2.20%,0.00%,3.00%,80.90%,71.6,65,422,125,4
298,Red Jacket High School,https://www.schooldigger.com/go/NY/schools/2427003336/school.aspx,Manchester-Shortsville Central School District (Red Jacket),https://www.schooldigger.com/go/NY/district/24270/search.aspx,1506 Rt 21,Shortsville,https://www.schooldigger.com/go/NY/city/Shortsville/search.aspx,14548,Ontario County,(585) 289-3966,9,12,Yes,No,No,No,280,16,17.4,45.00%,0.00%,0.00%,1.10%,5.40%,0.00%,3.90%,89.60%,71.6,76.5,165,-133,4
299,West Genesee Senior High School,https://www.schooldigger.com/go/NY/schools/3063004119/school.aspx,West Genesee Central School District,https://www.schooldigger.com/go/NY/district/30630/search.aspx,5201 W Genesee St,Camillus,https://www.schooldigger.com/go/NY/city/Camillus/search.aspx,13031,Onondaga County,(315) 487-4592,9,12,No,No,No,No,1546,100.4,15.3,21.80%,3.70%,1.30%,1.70%,3.90%,0.10%,1.90%,87.50%,71.5,71.3,295,-4,4
300,Oriskany Junior-Senior High School,https://www.schooldigger.com/go/NY/schools/2196003116/school.aspx,Oriskany Central School District,https://www.schooldigger.com/go/NY/district/21960/search.aspx,1312 Utica St,Oriskany,https://www.schooldigger.com/go/NY/city/Oriskany/search.aspx,13424,Oneida County,(315) 768-2063,7,12,No,No,No,No,293,27,10.8,32.40%,0.30%,0.30%,1.00%,3.10%,0.00%,3.40%,91.80%,71.5,74.6,218,-82,4
301,Valley Central High School,https://www.schooldigger.com/go/NY/schools/1968001803/school.aspx,Valley Central School District (Montgomery),https://www.schooldigger.com/go/NY/district/19680/search.aspx,1175 State Rt 17k,Montgomery,https://www.schooldigger.com/go/NY/city/Montgomery/search.aspx,12549,Orange County,(845) 457-2400,9,12,No,No,No,No,1370,110.2,12.4,36.10%,11.20%,0.20%,1.90%,20.80%,0.10%,1.50%,64.30%,71.5,66.1,397,96,4
302,Middleburgh Junior/Senior High School,https://www.schooldigger.com/go/NY/schools/1926001758/school.aspx,Middleburgh Central School District,https://www.schooldigger.com/go/NY/district/19260/search.aspx,291 Main St,Middleburgh,https://www.schooldigger.com/go/NY/city/Middleburgh/search.aspx,12122,Schoharie County,(518) 827-3606,7,12,Yes,No,No,No,325,30.2,10.7,48.90%,0.90%,0.00%,0.90%,0.90%,0.00%,0.90%,96.30%,71.4,65.3,414,112,4
303,Attica Senior High School,https://www.schooldigger.com/go/NY/schools/0342000099/school.aspx,Attica Central School District,https://www.schooldigger.com/go/NY/district/03420/search.aspx,3338 E Main St,Attica,https://www.schooldigger.com/go/NY/city/Attica/search.aspx,14011,Wyoming County,(585) 591-0400,9,12,No,No,No,No,432,36.2,11.9,28.70%,0.50%,0.20%,0.70%,1.60%,0.00%,1.40%,95.60%,71.4,68.6,348,45,4
304,Potsdam Senior High School,https://www.schooldigger.com/go/NY/schools/2367003301/school.aspx,Potsdam Central School District,https://www.schooldigger.com/go/NY/district/23670/search.aspx,29 Leroy St,Potsdam,https://www.schooldigger.com/go/NY/city/Potsdam/search.aspx,13676,St. Lawrence County,(315) 265-2000,9,12,Yes,No,No,No,399,28,14.2,30.30%,2.30%,0.30%,4.00%,1.50%,0.30%,1.50%,90.20%,71.4,69.3,339,35,4
305,Brockport High School,https://www.schooldigger.com/go/NY/schools/0558000285/school.aspx,Brockport Central School District,https://www.schooldigger.com/go/NY/district/05580/search.aspx,40 Allen St,Brockport,https://www.schooldigger.com/go/NY/city/Brockport/search.aspx,14420,Monroe County,(585) 637-1877,9,12,No,No,No,No,1050,93,11.2,37.60%,4.70%,0.20%,1.10%,8.70%,0.00%,4.60%,80.80%,71.4,70,323,18,4
306,Arlington High School,https://www.schooldigger.com/go/NY/schools/0327000088/school.aspx,Arlington Central School District,https://www.schooldigger.com/go/NY/district/03270/search.aspx,1157 Rt 55,Lagrangeville,https://www.schooldigger.com/go/NY/city/Lagrangeville/search.aspx,12540,Dutchess County,(845) 486-4860,9,12,No,No,No,No,2868,180.2,15.9,24.90%,7.90%,0.00%,4.60%,13.90%,0.10%,2.30%,71.20%,71.3,70.6,313,7,4
307,Chenango Valley High School,https://www.schooldigger.com/go/NY/schools/0729000517/school.aspx,Chenango Valley Central School District,https://www.schooldigger.com/go/NY/district/07290/search.aspx,221 Chenango Bridge Rd,Binghamton,https://www.schooldigger.com/go/NY/city/Binghamton/search.aspx,13901,Broome County,(607) 762-6900,9,12,Yes,No,No,No,496,34,14.5,37.30%,1.60%,0.00%,1.40%,1.00%,0.00%,2.40%,93.50%,71.3,72.8,255,-52,4
308,East-West School Of International Studies,https://www.schooldigger.com/go/NY/schools/0012205879/school.aspx,New York City Geographic District #25,https://www.schooldigger.com/go/NY/district/00122/search.aspx,46-21 Colden St,Flushing,https://www.schooldigger.com/go/NY/city/Flushing/search.aspx,11355,Queens County,(718) 353-0009,6,12,Yes,No,No,No,651,58,11.2,81.90%,6.60%,0.60%,68.40%,17.70%,0.60%,1.40%,4.80%,71.3,63.8,441,133,4
309,Frontier Senior High School,https://www.schooldigger.com/go/NY/schools/1167000925/school.aspx,Frontier Central School District,https://www.schooldigger.com/go/NY/district/11670/search.aspx,S 4432 Bay View Rd,Hamburg,https://www.schooldigger.com/go/NY/city/Hamburg/search.aspx,14075,Erie County,(716) 926-1720,9,12,No,No,No,No,1386,100,13.8,30.70%,0.70%,0.40%,0.90%,4.80%,0.10%,2.70%,90.50%,71.3,73.1,250,-59,4
310,Beaver River Senior High School,https://www.schooldigger.com/go/NY/schools/0420004504/school.aspx,Beaver River Central School District,https://www.schooldigger.com/go/NY/district/04200/search.aspx,9508 Artz Rd,Beaver Falls,https://www.schooldigger.com/go/NY/city/Beaver+Falls/search.aspx,13305,Lewis County,(315) 346-1211,9,12,Yes,No,No,No,261,15,17.3,44.80%,1.10%,0.00%,0.40%,1.50%,0.00%,0.00%,96.90%,71.3,72,276,-34,4
311,South Jefferson High School,https://www.schooldigger.com/go/NY/schools/0234000006/school.aspx,South Jefferson Central School District,https://www.schooldigger.com/go/NY/district/02340/search.aspx,11060 Us Rt 11,Adams,https://www.schooldigger.com/go/NY/city/Adams/search.aspx,13605,Jefferson County,(315) 232-4531,9,12,Yes,No,No,No,565,38,14.8,46.70%,0.70%,0.50%,0.50%,2.80%,0.20%,1.60%,93.60%,71.3,72.4,264,-47,4
312,Donald H Crane Junior/Senior High School,https://www.schooldigger.com/go/NY/schools/3105004169/school.aspx,Westmoreland Central School District,https://www.schooldigger.com/go/NY/district/31050/search.aspx,5176 Rt 233,Westmoreland,https://www.schooldigger.com/go/NY/city/Westmoreland/search.aspx,13490,Oneida County,(315) 557-2616,7,12,Yes,No,No,No,427,30.5,13.9,27.20%,1.40%,0.00%,1.20%,1.40%,0.00%,1.40%,94.60%,71.2,67.1,375,63,4
313,Canastota High School,https://www.schooldigger.com/go/NY/schools/0639000419/school.aspx,Canastota Central School District,https://www.schooldigger.com/go/NY/district/06390/search.aspx,101 Roberts St,Canastota,https://www.schooldigger.com/go/NY/city/Canastota/search.aspx,13032,Madison County,(315) 697-2003,7,12,Yes,No,No,No,560,42,13.3,47.10%,1.30%,0.50%,1.10%,2.90%,0.00%,4.60%,89.60%,71.2,65.3,413,100,4
314,Pembroke Junior-Senior High School,https://www.schooldigger.com/go/NY/schools/0834000616/school.aspx,Pembroke Central School District,https://www.schooldigger.com/go/NY/district/08340/search.aspx,8750 Allegany Rd,Corfu,https://www.schooldigger.com/go/NY/city/Corfu/search.aspx,14036,Genesee County,(585) 599-4525,7,12,Yes,No,No,No,407,44,9.2,35.40%,1.50%,0.00%,0.70%,2.70%,0.00%,3.40%,91.60%,71.2,74.7,214,-100,4
315,Ellicottville Middle School High School,https://www.schooldigger.com/go/NY/schools/1053004318/school.aspx,Ellicottville Central School District,https://www.schooldigger.com/go/NY/district/10530/search.aspx,5873 Rt 219,Ellicottville,https://www.schooldigger.com/go/NY/city/Ellicottville/search.aspx,14731,Cattaraugus County,(716) 699-2316,6,12,No,No,No,No,333,18.6,17.8,35.40%,0.60%,3.60%,0.90%,2.40%,0.00%,2.70%,89.80%,71.2,71.6,285,-30,4
316,Franklin Central School,https://www.schooldigger.com/go/NY/schools/1143000900/school.aspx,Franklin Central School District,https://www.schooldigger.com/go/NY/district/11430/search.aspx,26 Institute St,Franklin,https://www.schooldigger.com/go/NY/city/Franklin/search.aspx,13775,Delaware County,(607) 829-3025,PK,12,Yes,No,No,No,263,23.7,11,47.10%,2.30%,0.80%,1.10%,3.40%,0.00%,1.10%,91.30%,71.1,81.1,62,-254,4
317,Francis Lewis High School,https://www.schooldigger.com/go/NY/schools/0009901953/school.aspx,New York City Geographic District #26,https://www.schooldigger.com/go/NY/district/00099/search.aspx,58-20 Utopia Pky,Fresh Meadows,https://www.schooldigger.com/go/NY/city/Fresh+Meadows/search.aspx,11365,Queens County,(718) 281-8200,9,12,Yes,No,No,No,4469,230,19.4,69.10%,6.00%,0.30%,56.30%,21.20%,0.30%,0.80%,15.00%,71.1,70.9,304,-13,4
318,Wayne Senior High School,https://www.schooldigger.com/go/NY/schools/3033004078/school.aspx,Wayne Central School District,https://www.schooldigger.com/go/NY/district/30330/search.aspx,6200 Ontario Ctr Rd,Ontario Center,https://www.schooldigger.com/go/NY/city/Ontario+Center/search.aspx,14520,Wayne County,(315) 524-1050,9,12,No,No,No,No,718,57.4,12.5,29.50%,1.50%,0.00%,1.10%,1.90%,0.10%,1.10%,94.20%,71.1,70.4,314,-4,4
319,Valley Stream Central High School,https://www.schooldigger.com/go/NY/schools/2952003980/school.aspx,Valley Stream Central High School District,https://www.schooldigger.com/go/NY/district/29520/search.aspx,135 Fletcher Ave,Valley Stream,https://www.schooldigger.com/go/NY/city/Valley+Stream/search.aspx,11580,Nassau County,(516) 561-4410,10,12,No,No,No,No,942,56.2,16.7,41.00%,40.60%,0.10%,20.00%,28.00%,1.30%,1.30%,8.80%,71.1,68.3,349,30,4
320,Charles O Dickerson High School,https://www.schooldigger.com/go/NY/schools/2898003921/school.aspx,Trumansburg Central School District,https://www.schooldigger.com/go/NY/district/28980/search.aspx,100 Whig St,Trumansburg,https://www.schooldigger.com/go/NY/city/Trumansburg/search.aspx,14886,Tompkins County,(607) 387-7551,9,12,Yes,No,No,No,303,28,10.8,33.00%,2.60%,0.00%,1.30%,4.30%,0.00%,4.60%,87.10%,71.1,72,275,-45,4
321,Penn Yan Academy,https://www.schooldigger.com/go/NY/schools/2274003200/school.aspx,Penn Yan Central School District,https://www.schooldigger.com/go/NY/district/22740/search.aspx,305 Court St,Penn Yan,https://www.schooldigger.com/go/NY/city/Penn+Yan/search.aspx,14527,Yates County,(315) 536-4408,9,12,Yes,No,No,No,426,43,9.9,55.60%,0.50%,0.20%,1.40%,3.80%,0.00%,2.80%,91.30%,70.9,72.7,258,-63,4
322,East Rochester Junior-Senior High School,https://www.schooldigger.com/go/NY/schools/0993000767/school.aspx,East Rochester Union Free School District,https://www.schooldigger.com/go/NY/district/09930/search.aspx,200 Woodbine Ave,East Rochester,https://www.schooldigger.com/go/NY/city/East+Rochester/search.aspx,14445,Monroe County,(585) 248-6350,6,12,No,No,No,No,500,48,10.4,47.40%,11.80%,1.00%,0.00%,12.20%,0.20%,2.00%,72.80%,70.8,68.6,346,24,4
323,Jordan-Elbridge High School,https://www.schooldigger.com/go/NY/schools/1599001386/school.aspx,Jordan-Elbridge Central School District,https://www.schooldigger.com/go/NY/district/15990/search.aspx,5721 Hamilton Rd,Jordan,https://www.schooldigger.com/go/NY/city/Jordan/search.aspx,13080,Onondaga County,(315) 689-8510,9,12,Yes,No,No,No,407,33,12.3,26.30%,1.20%,0.20%,1.00%,1.00%,0.00%,0.50%,96.10%,70.8,70.2,319,-4,4
324,Wells School,https://www.schooldigger.com/go/NY/schools/3045004096/school.aspx,Wells Central School District,https://www.schooldigger.com/go/NY/district/30450/search.aspx,1571 State Rt 30,Wells,https://www.schooldigger.com/go/NY/city/Wells/search.aspx,12190,Hamilton County,(518) 924-6000,PK,12,Yes,No,No,No,144,21.9,6.5,48.60%,2.80%,0.00%,0.00%,0.70%,0.00%,0.00%,96.50%,70.7,57.7,569,245,4
325,Fillmore Central School,https://www.schooldigger.com/go/NY/schools/1107004552/school.aspx,Fillmore Central School District,https://www.schooldigger.com/go/NY/district/11070/search.aspx,104 W Main St,Fillmore,https://www.schooldigger.com/go/NY/city/Fillmore/search.aspx,14735,Allegany County,(585) 567-2289,PK,12,Yes,No,No,No,683,58,11.7,52.40%,0.40%,0.40%,0.60%,1.60%,0.00%,0.00%,96.90%,70.6,67.7,364,39,4
326,John Jay Senior High School,https://www.schooldigger.com/go/NY/schools/2988004018/school.aspx,Wappingers Central School District,https://www.schooldigger.com/go/NY/district/29880/search.aspx,2012 Route 52,Hopewell Junction,https://www.schooldigger.com/go/NY/city/Hopewell+Junction/search.aspx,12533,Dutchess County,(845) 897-6700,9,12,No,No,No,No,1986,127.8,15.5,15.90%,5.20%,0.10%,5.30%,12.30%,0.20%,1.00%,75.90%,70.6,69.4,337,11,4
327,Windsor Central High School,https://www.schooldigger.com/go/NY/schools/0273004430/school.aspx,Windsor Central School District,https://www.schooldigger.com/go/NY/district/02730/search.aspx,1191 Ny Rt 79,Windsor,https://www.schooldigger.com/go/NY/city/Windsor/search.aspx,13865,Broome County,(607) 655-8250,2,12,Yes,No,No,No,500,46,10.8,43.60%,2.00%,0.00%,1.20%,2.80%,0.20%,0.60%,93.20%,70.6,78.4,124,-203,4
328,Northeastern Clinton Senior High School,https://www.schooldigger.com/go/NY/schools/2125003019/school.aspx,Northeastern Clinton Central School District,https://www.schooldigger.com/go/NY/district/21250/search.aspx,103 Rt 276,Champlain,https://www.schooldigger.com/go/NY/city/Champlain/search.aspx,12919,Clinton County,(518) 298-8638,PK,12,Yes,No,No,No,422,26.7,15.7,39.80%,0.50%,0.70%,0.90%,2.10%,0.00%,0.90%,94.80%,70.5,70.4,315,-13,4
329,Cato-Meridian Junior-Senior High School,https://www.schooldigger.com/go/NY/schools/0669000455/school.aspx,Cato-Meridian Central School District,https://www.schooldigger.com/go/NY/district/06690/search.aspx,2851 State Rte 370,Cato,https://www.schooldigger.com/go/NY/city/Cato/search.aspx,13033,Cayuga County,(315) 626-3317,7,12,Yes,No,No,No,294,25.5,11.5,36.70%,1.70%,1.00%,1.00%,1.40%,0.00%,3.70%,91.20%,70.4,60.1,528,199,4
330,Norwood-Norfolk School,https://www.schooldigger.com/go/NY/schools/2136003045/school.aspx,Norwood-Norfolk Central School District,https://www.schooldigger.com/go/NY/district/21360/search.aspx,7852 State Hwy 56,Norwood,https://www.schooldigger.com/go/NY/city/Norwood/search.aspx,13668,St. Lawrence County,(315) 353-6631,9,12,Yes,No,No,No,274,19.5,14,50.40%,0.40%,2.60%,0.70%,1.50%,0.00%,1.10%,93.80%,70.3,68.3,350,20,4
331,Maryvale High School,https://www.schooldigger.com/go/NY/schools/1860001678/school.aspx,Cheektowaga-Maryvale Union Free School District,https://www.schooldigger.com/go/NY/district/18600/search.aspx,1050 Maryvale Dr,Cheektowaga,https://www.schooldigger.com/go/NY/city/Cheektowaga/search.aspx,14225,Erie County,(716) 631-7481,9,12,Yes,No,No,No,677,48.6,13.9,44.90%,13.00%,0.40%,5.90%,4.60%,0.00%,4.10%,71.90%,70.3,70,324,-7,4
332,Sackets Harbor Central School,https://www.schooldigger.com/go/NY/schools/1488001245/school.aspx,Sackets Harbor Central School District,https://www.schooldigger.com/go/NY/district/14880/search.aspx,215 S Broad St,Sackets Harbor,https://www.schooldigger.com/go/NY/city/Sackets+Harbor/search.aspx,13685,Jefferson County,(315) 646-3575,PK,12,Yes,No,No,No,430,38.5,11.1,36.50%,0.70%,0.50%,0.50%,4.90%,0.00%,3.50%,90.00%,70.3,66.5,385,53,4
333,Johnsburg Central School,https://www.schooldigger.com/go/NY/schools/1587001372/school.aspx,Johnsburg Central School District,https://www.schooldigger.com/go/NY/district/15870/search.aspx,165 Main St,North Creek,https://www.schooldigger.com/go/NY/city/North+Creek/search.aspx,12853,Warren County,(518) 251-2921,PK,12,Yes,No,No,No,326,33,9.8,41.70%,2.10%,0.00%,0.30%,0.90%,0.30%,0.00%,96.30%,70.2,69.2,340,7,4
334,Onteora High School,https://www.schooldigger.com/go/NY/schools/2184003101/school.aspx,Onteora Central School District,https://www.schooldigger.com/go/NY/district/21840/search.aspx,4166 Rt 28,Boiceville,https://www.schooldigger.com/go/NY/city/Boiceville/search.aspx,12412,Ulster County,(845) 657-2373,9,12,Yes,No,No,No,411,35.4,11.6,43.10%,2.40%,0.20%,2.40%,10.90%,0.00%,6.10%,77.90%,70.2,67.6,367,33,4
335,General Brown Junior-Senior High School,https://www.schooldigger.com/go/NY/schools/1191000960/school.aspx,General Brown Central School District,https://www.schooldigger.com/go/NY/district/11910/search.aspx,17643 Cemetery Rd,Dexter,https://www.schooldigger.com/go/NY/city/Dexter/search.aspx,13634,Jefferson County,(315) 779-2300,7,12,No,No,No,No,620,42.5,14.5,33.50%,2.10%,0.60%,0.30%,2.40%,0.00%,1.30%,93.20%,70.1,72.7,257,-78,4
336,Cassadaga Valley Middle/High School,https://www.schooldigger.com/go/NY/schools/0666000451/school.aspx,Cassadaga Valley Central School District,https://www.schooldigger.com/go/NY/district/06660/search.aspx,5935 Rt 60,Sinclairville,https://www.schooldigger.com/go/NY/city/Sinclairville/search.aspx,14782,Chautauqua County,(716) 962-8581,6,12,Yes,No,No,No,458,45,10.1,53.30%,1.30%,0.20%,0.00%,2.60%,0.20%,2.00%,93.70%,70,66.3,390,54,4
337,Queens Gateway To Health Sciences Secondary School,https://www.schooldigger.com/go/NY/schools/0010001414/school.aspx,New York City Geographic District #28,https://www.schooldigger.com/go/NY/district/00100/search.aspx,160-20 Goethals Ave,Jamaica,https://www.schooldigger.com/go/NY/city/Jamaica/search.aspx,11432,Queens County,(718) 969-3155,6,12,No,No,No,No,711,39.7,17.8,55.00%,25.20%,6.30%,49.10%,9.80%,1.40%,3.10%,5.10%,69.9,64.4,427,90,4
338,Birchwood School,https://www.schooldigger.com/go/NY/schools/2034004444/school.aspx,Clarkstown Central School District,https://www.schooldigger.com/go/NY/district/20340/search.aspx,214 Sickletown Rd,West Nyack,https://www.schooldigger.com/go/NY/city/West+Nyack/search.aspx,10994,Rockland County,(845) 639-6480,KG,12,No,No,No,No,86,16.2,5.3,31.40%,8.10%,0.00%,0.00%,23.30%,0.00%,2.30%,66.30%,69.9,58.9,550,212,4
339,Sachem High School North,https://www.schooldigger.com/go/NY/schools/2535004567/school.aspx,Sachem Central School District,https://www.schooldigger.com/go/NY/district/25350/search.aspx,212 Smith Rd,Lake Ronkonkoma,https://www.schooldigger.com/go/NY/city/Lake+Ronkonkoma/search.aspx,11779,Suffolk County,(631) 471-1400,9,12,No,No,No,No,2195,139.6,15.7,25.40%,3.40%,0.10%,6.70%,10.80%,0.20%,1.30%,77.60%,69.9,68.2,356,17,4
